source,raw_file,source_match_id,date,season,competition,home_team,away_team,home_score,away_score,competition_id,season_id,match_week,competition_country,stadium,data_version,shot_fidelity_version,xy_fidelity_version,match_result,result_class,home_win,draw,away_win,goal_difference,total_goals,neutral
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913079,2023-10-22,2023/2024,FA Women's Super League,Bristol City WFC,Arsenal WFC,1,2,37,281,4,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913075,2023-10-21,2023/2024,FA Women's Super League,Aston Villa W,Tottenham Hotspur Women,2,4,37,281,4,England,Poundland Bescot Stadium,1.1.0,2,2,A,-1,0,0,1,-2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913077,2023-10-22,2023/2024,FA Women's Super League,Chelsea FCW,Brighton & Hove Albion WFC,4,2,37,281,4,England,Kingsmeadow,1.1.0,2,2,H,1,1,0,0,2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913081,2023-11-04,2023/2024,FA Women's Super League,Aston Villa W,Chelsea FCW,0,6,37,281,5,England,Poundland Bescot Stadium,1.1.0,2,2,A,-1,0,0,1,-6,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913078,2023-10-22,2023/2024,FA Women's Super League,Everton LFC,Manchester United W,0,5,37,281,4,England,Walton Hall Park,1.1.0,2,2,A,-1,0,0,1,-5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913080,2023-10-22,2023/2024,FA Women's Super League,West Ham United LFC,Liverpool WFC,1,1,37,281,4,England,Chigwell Construction Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913076,2023-10-21,2023/2024,FA Women's Super League,Leicester City WFC,Manchester City WFC,0,1,37,281,4,England,King Power Stadium ,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913071,2023-10-15,2023/2024,FA Women's Super League,Manchester United W,Leicester City WFC,1,1,37,281,3,England,Leigh Sports Village Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913073,2023-10-15,2023/2024,FA Women's Super League,Arsenal WFC,Aston Villa W,2,1,37,281,3,England,Emirates Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913072,2023-10-15,2023/2024,FA Women's Super League,Manchester City WFC,Bristol City WFC,5,0,37,281,3,England,Joie Stadium,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912593,2023-10-01,2023/2024,FA Women's Super League,West Ham United LFC,Manchester City WFC,0,2,37,281,1,England,Chigwell Construction Stadium,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913074,2023-10-15,2023/2024,FA Women's Super League,Brighton & Hove Albion WFC,Tottenham Hotspur Women,1,3,37,281,3,England,The American Express Community Stadium,1.1.0,2,2,A,-1,0,0,1,-2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912602,2023-10-08,2023/2024,FA Women's Super League,Leicester City WFC,Everton LFC,1,0,37,281,2,England,King Power Stadium ,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912600,2023-10-08,2023/2024,FA Women's Super League,Manchester City WFC,Chelsea FCW,1,1,37,281,2,England,Joie Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912601,2023-10-08,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Bristol City WFC,3,1,37,281,2,England,Brisbane Road,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913188,2024-05-18,2023/2024,FA Women's Super League,Tottenham Hotspur Women,West Ham United LFC,3,1,37,281,22,England,Tottenham Hotspur Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913187,2024-05-18,2023/2024,FA Women's Super League,Manchester United W,Chelsea FCW,0,6,37,281,22,England,Old Trafford,1.1.0,2,2,A,-1,0,0,1,-6,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913184,2024-05-18,2023/2024,FA Women's Super League,Aston Villa W,Manchester City WFC,1,2,37,281,22,England,Villa Park,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913183,2024-05-18,2023/2024,FA Women's Super League,Bristol City WFC,Everton LFC,0,4,37,281,22,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913179,2024-05-05,2023/2024,FA Women's Super League,Liverpool WFC,Manchester United W,1,0,37,281,21,England,Prenton Park,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913178,2024-05-05,2023/2024,FA Women's Super League,West Ham United LFC,Leicester City WFC,1,1,37,281,21,England,Chigwell Construction Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913177,2024-05-05,2023/2024,FA Women's Super League,Manchester City WFC,Arsenal WFC,1,2,37,281,21,England,Joie Stadium,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913176,2024-04-28,2023/2024,FA Women's Super League,Everton LFC,Arsenal WFC,1,1,37,281,20,England,Walton Hall Park,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913172,2024-04-28,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Brighton & Hove Albion WFC,1,1,37,281,20,England,Brisbane Road,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913170,2024-04-20,2023/2024,FA Women's Super League,Bristol City WFC,Liverpool WFC,0,1,37,281,19,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913164,2024-03-31,2023/2024,FA Women's Super League,West Ham United LFC,Brighton & Hove Albion WFC,0,0,37,281,18,England,Chigwell Construction Stadium,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913159,2024-03-30,2023/2024,FA Women's Super League,Aston Villa W,Leicester City WFC,2,2,37,281,18,England,Poundland Bescot Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913158,2024-03-24,2023/2024,FA Women's Super League,West Ham United LFC,Chelsea FCW,0,2,37,281,17,England,Chigwell Construction Stadium,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913154,2024-03-24,2023/2024,FA Women's Super League,Bristol City WFC,Tottenham Hotspur Women,0,1,37,281,17,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913149,2024-03-17,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Leicester City WFC,1,0,37,281,16,England,Brisbane Road,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913145,2024-03-03,2023/2024,FA Women's Super League,Leicester City WFC,Chelsea FCW,0,4,37,281,15,England,King Power Stadium ,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913143,2024-03-02,2023/2024,FA Women's Super League,Manchester City WFC,Everton LFC,2,1,37,281,15,England,Joie Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913142,2024-03-03,2023/2024,FA Women's Super League,Arsenal WFC,Tottenham Hotspur Women,1,0,37,281,15,England,Emirates Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913140,2024-02-18,2023/2024,FA Women's Super League,Leicester City WFC,Bristol City WFC,5,2,37,281,14,England,King Power Stadium ,1.1.0,2,2,H,1,1,0,0,3,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913139,2024-02-18,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Aston Villa W,1,2,37,281,14,England,Brisbane Road,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913136,2024-02-18,2023/2024,FA Women's Super League,Everton LFC,West Ham United LFC,2,0,37,281,14,England,Walton Hall Park,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913133,2024-02-04,2023/2024,FA Women's Super League,Manchester United W,Brighton & Hove Albion WFC,2,0,37,281,13,England,Leigh Sports Village Stadium,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913132,2024-02-04,2023/2024,FA Women's Super League,Manchester City WFC,Leicester City WFC,2,0,37,281,13,England,Joie Stadium,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913127,2024-01-28,2023/2024,FA Women's Super League,Manchester United W,Aston Villa W,2,1,37,281,12,England,Leigh Sports Village Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913126,2024-01-28,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Manchester City WFC,0,2,37,281,12,England,Brisbane Road,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913124,2024-01-28,2023/2024,FA Women's Super League,Bristol City WFC,West Ham United LFC,1,2,37,281,12,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913123,2024-01-27,2023/2024,FA Women's Super League,Brighton & Hove Albion WFC,Chelsea FCW,0,3,37,281,12,England,Broadfield Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913120,2024-01-21,2023/2024,FA Women's Super League,Manchester City WFC,Liverpool WFC,5,1,37,281,11,England,Joie Stadium,1.1.0,2,2,H,1,1,0,0,4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913119,2024-01-19,2023/2024,FA Women's Super League,Leicester City WFC,Aston Villa W,0,1,37,281,11,England,Pirelli Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913118,2024-01-21,2023/2024,FA Women's Super League,West Ham United LFC,Tottenham Hotspur Women,3,4,37,281,11,England,Chigwell Construction Stadium,1.1.0,2,2,A,-1,0,0,1,-1,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913116,2023-12-17,2023/2024,FA Women's Super League,Everton LFC,Manchester City WFC,1,4,37,281,10,England,Walton Hall Park,1.1.0,2,2,A,-1,0,0,1,-3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913114,2023-12-17,2023/2024,FA Women's Super League,Leicester City WFC,West Ham United LFC,1,1,37,281,10,England,King Power Stadium ,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913109,2023-12-10,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Manchester United W,0,4,37,281,9,England,Brisbane Road,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913108,2023-12-10,2023/2024,FA Women's Super League,Liverpool WFC,Bristol City WFC,1,1,37,281,9,England,Prenton Park,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913102,2023-11-26,2023/2024,FA Women's Super League,Manchester City WFC,Tottenham Hotspur Women,7,0,37,281,8,England,Joie Stadium,1.1.0,2,2,H,1,1,0,0,7,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913101,2023-11-26,2023/2024,FA Women's Super League,Arsenal WFC,West Ham United LFC,3,0,37,281,8,England,Meadow Park ,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913100,2023-11-26,2023/2024,FA Women's Super League,Aston Villa W,Everton LFC,1,2,37,281,8,England,Villa Park,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913099,2023-11-26,2023/2024,FA Women's Super League,Liverpool WFC,Brighton & Hove Albion WFC,4,0,37,281,8,England,Prenton Park,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913098,2023-11-19,2023/2024,FA Women's Super League,Manchester United W,Manchester City WFC,1,3,37,281,7,England,Old Trafford,1.1.0,2,2,A,-1,0,0,1,-2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913097,2023-11-19,2023/2024,FA Women's Super League,Brighton & Hove Albion WFC,Arsenal WFC,0,3,37,281,7,England,Broadfield Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913096,2023-11-19,2023/2024,FA Women's Super League,West Ham United LFC,Aston Villa W,2,3,37,281,7,England,Chigwell Construction Stadium,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913095,2023-11-19,2023/2024,FA Women's Super League,Leicester City WFC,Tottenham Hotspur Women,1,1,37,281,7,England,King Power Stadium ,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913094,2023-11-19,2023/2024,FA Women's Super League,Everton LFC,Bristol City WFC,2,2,37,281,7,England,Walton Hall Park,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913093,2023-11-18,2023/2024,FA Women's Super League,Chelsea FCW,Liverpool WFC,5,1,37,281,7,England,Stamford Bridge,1.1.0,2,2,H,1,1,0,0,4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913092,2023-11-12,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Liverpool WFC,1,1,37,281,6,England,Brisbane Road,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913091,2023-11-12,2023/2024,FA Women's Super League,Leicester City WFC,Arsenal WFC,2,6,37,281,6,England,King Power Stadium ,1.1.0,2,2,A,-1,0,0,1,-4,8,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913090,2023-11-12,2023/2024,FA Women's Super League,Manchester United W,West Ham United LFC,5,0,37,281,6,England,Leigh Sports Village Stadium,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913089,2023-11-12,2023/2024,FA Women's Super League,Everton LFC,Chelsea FCW,0,3,37,281,6,England,Walton Hall Park,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913088,2023-11-12,2023/2024,FA Women's Super League,Manchester City WFC,Brighton & Hove Albion WFC,0,1,37,281,6,England,Joie Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913087,2023-11-12,2023/2024,FA Women's Super League,Bristol City WFC,Aston Villa W,0,2,37,281,6,England,Ashton Gate,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913086,2023-11-05,2023/2024,FA Women's Super League,West Ham United LFC,Bristol City WFC,2,3,37,281,5,England,Chigwell Construction Stadium,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913085,2023-11-05,2023/2024,FA Women's Super League,Tottenham Hotspur Women,Everton LFC,1,1,37,281,5,England,Brisbane Road,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913084,2023-11-05,2023/2024,FA Women's Super League,Liverpool WFC,Leicester City WFC,2,1,37,281,5,England,Prenton Park,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913083,2023-11-05,2023/2024,FA Women's Super League,Arsenal WFC,Manchester City WFC,2,1,37,281,5,England,Meadow Park ,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3913070,2023-10-15,2023/2024,FA Women's Super League,Liverpool WFC,Everton LFC,0,1,37,281,3,England,Anfield ,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912597,2023-10-01,2023/2024,FA Women's Super League,Chelsea FCW,Tottenham Hotspur Women,2,1,37,281,1,England,Stamford Bridge,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912592,2023-10-01,2023/2024,FA Women's Super League,Aston Villa W,Manchester United W,1,2,37,281,1,England,Villa Park,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912595,2023-10-01,2023/2024,FA Women's Super League,Arsenal WFC,Liverpool WFC,0,1,37,281,1,England,Emirates Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912596,2023-10-01,2023/2024,FA Women's Super League,Everton LFC,Brighton & Hove Albion WFC,1,2,37,281,1,England,Walton Hall Park,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_281.json,3912598,2023-10-06,2023/2024,FA Women's Super League,Manchester United W,Arsenal WFC,2,2,37,281,2,England,Leigh Sports Village Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19770,2018-12-02,2018/2019,FA Women's Super League,Manchester City WFC,Arsenal WFC,2,0,37,4,11,England,Joie Stadium,1.0.3,NA,NA,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19820,2019-05-11,2018/2019,FA Women's Super League,Reading WFC,Chelsea FCW,2,3,37,4,22,England,Adams Park ,1.1.0,2,NA,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19772,2018-12-02,2018/2019,FA Women's Super League,Chelsea FCW,Reading WFC,1,0,37,4,11,England,Kingsmeadow,1.0.3,NA,NA,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19769,2018-12-02,2018/2019,FA Women's Super League,Brighton & Hove Albion WFC,West Ham United LFC,0,1,37,4,11,England,Broadfield Stadium,1.0.3,NA,NA,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19746,2018-10-28,2018/2019,FA Women's Super League,Everton LFC,West Ham United LFC,1,2,37,4,7,England,Haig Avenue,1.0.3,NA,NA,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19778,2018-12-09,2018/2019,FA Women's Super League,Manchester City WFC,Birmingham City WFC,1,0,37,4,12,England,Joie Stadium,1.0.3,NA,NA,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19771,2018-12-02,2018/2019,FA Women's Super League,Birmingham City WFC,Yeovil Town LFC,2,1,37,4,11,England,ARMCO Arena,1.0.3,NA,NA,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19736,2018-10-14,2018/2019,FA Women's Super League,Chelsea FCW,Arsenal WFC,0,5,37,4,5,England,Kingsmeadow,1.0.3,NA,NA,A,-1,0,0,1,-5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19745,2018-10-28,2018/2019,FA Women's Super League,Brighton & Hove Albion WFC,Yeovil Town LFC,2,1,37,4,7,England,Broadfield Stadium,1.0.3,NA,NA,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19730,2018-09-30,2018/2019,FA Women's Super League,Chelsea FCW,Brighton & Hove Albion WFC,2,0,37,4,4,England,Kingsmeadow,1.0.3,NA,NA,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19794,2019-02-20,2018/2019,FA Women's Super League,Chelsea FCW,Bristol City WFC,6,0,37,4,17,England,Kingsmeadow,1.0.3,NA,NA,H,1,1,0,0,6,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19766,2018-11-25,2018/2019,FA Women's Super League,Arsenal WFC,Brighton & Hove Albion WFC,4,1,37,4,10,England,Meadow Park ,1.0.3,NA,NA,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19734,2018-10-14,2018/2019,FA Women's Super League,Everton LFC,Brighton & Hove Albion WFC,3,3,37,4,5,England,Haig Avenue,1.0.3,NA,NA,D,0,0,1,0,0,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19717,2018-09-09,2018/2019,FA Women's Super League,Arsenal WFC,Liverpool WFC,5,0,37,4,1,England,Meadow Park ,1.0.3,NA,NA,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/37_4.json,19718,2018-09-09,2018/2019,FA Women's Super League,Birmingham City WFC,Everton LFC,1,0,37,4,1,England,ARMCO Arena,1.0.3,NA,NA,H,1,1,0,0,1,1,NA
