source,raw_file,source_match_id,date,season,competition,home_team,away_team,home_score,away_score,competition_id,season_id,match_week,competition_country,stadium,data_version,shot_fidelity_version,xy_fidelity_version,match_result,result_class,home_win,draw,away_win,goal_difference,total_goals,neutral
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267039,2017-05-14,2016/2017,La Liga,Las Palmas,Barcelona,1,4,11,2,37,Spain,Estadio de Gran Canaria,1.1.0,2,2,A,-1,0,0,1,-3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266477,2017-01-08,2016/2017,La Liga,Villarreal,Barcelona,1,1,11,2,17,Spain,Estadio de la Cerámica,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267101,2017-04-26,2016/2017,La Liga,Barcelona,Osasuna,7,1,11,2,34,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,6,8,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266440,2017-03-19,2016/2017,La Liga,Barcelona,Valencia,4,2,11,2,28,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266033,2016-10-22,2016/2017,La Liga,Valencia,Barcelona,2,3,11,2,9,Spain,Estadio de Mestalla,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267660,2017-03-12,2016/2017,La Liga,RC Deportivo La Coruña,Barcelona,2,1,11,2,27,Spain,Estadio Abanca-Riazor,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266273,2017-02-11,2016/2017,La Liga,Deportivo Alavés,Barcelona,0,6,11,2,22,Spain,Estadio de Mendizorroza,1.1.0,2,2,A,-1,0,0,1,-6,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267395,2017-01-14,2016/2017,La Liga,Barcelona,Las Palmas,5,0,11,2,18,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266874,2017-02-04,2016/2017,La Liga,Barcelona,Athletic Club,3,0,11,2,21,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266731,2017-01-22,2016/2017,La Liga,Eibar,Barcelona,0,4,11,2,19,Spain,Estadio Municipal de Ipurúa,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266528,2016-12-18,2016/2017,La Liga,Barcelona,Espanyol,4,1,11,2,16,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266280,2017-04-05,2016/2017,La Liga,Barcelona,Sevilla,3,0,11,2,30,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267432,2017-05-21,2016/2017,La Liga,Barcelona,Eibar,4,2,11,2,38,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267076,2016-12-03,2016/2017,La Liga,Barcelona,Real Madrid,1,1,11,2,14,Spain,Spotify Camp Nou,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267590,2017-04-08,2016/2017,La Liga,Málaga,Barcelona,2,0,11,2,31,Spain,Estadio La Rosaleda,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267373,2017-04-15,2016/2017,La Liga,Barcelona,Real Sociedad,3,2,11,2,32,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267077,2017-04-29,2016/2017,La Liga,Espanyol,Barcelona,0,3,11,2,35,Spain,Stage Front Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266952,2017-05-06,2016/2017,La Liga,Barcelona,Villarreal,4,1,11,2,36,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267464,2017-02-26,2016/2017,La Liga,Atlético Madrid,Barcelona,1,2,11,2,24,Spain,Estadio Vicente Calderón,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266299,2017-03-04,2016/2017,La Liga,Barcelona,Celta Vigo,5,0,11,2,26,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,266191,2016-11-27,2016/2017,La Liga,Real Sociedad,Barcelona,1,1,11,2,13,Spain,Reale Arena,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,265952,2017-03-01,2016/2017,La Liga,Barcelona,Sporting Gijón,6,1,11,2,25,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267492,2016-10-15,2016/2017,La Liga,Barcelona,RC Deportivo La Coruña,4,0,11,2,8,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267596,2017-02-19,2016/2017,La Liga,Barcelona,Leganés,2,1,11,2,23,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_2.json,267058,2016-10-29,2016/2017,La Liga,Barcelona,Granada,1,0,11,2,10,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69238,2010-02-27,2009/2010,La Liga,Barcelona,Málaga,2,1,11,21,24,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69243,2010-01-16,2009/2010,La Liga,Barcelona,Sevilla,4,0,11,21,18,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69241,2010-05-04,2009/2010,La Liga,Barcelona,Tenerife,4,1,11,21,36,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69239,2010-05-08,2009/2010,La Liga,Sevilla,Barcelona,2,3,11,21,37,Spain,Estadio Ramón Sánchez Pizjuán,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69257,2010-03-24,2009/2010,La Liga,Barcelona,Osasuna,2,0,11,21,28,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69253,2009-10-25,2009/2010,La Liga,Barcelona,Real Zaragoza,6,1,11,21,8,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69244,2010-05-01,2009/2010,La Liga,Villarreal,Barcelona,1,4,11,21,35,Spain,Estadio de la Cerámica,1.1.0,2,2,A,-1,0,0,1,-3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69277,2009-10-31,2009/2010,La Liga,Osasuna,Barcelona,1,1,11,21,9,Spain,Estadio El Sadar,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69229,2009-09-12,2009/2010,La Liga,Getafe,Barcelona,0,2,11,21,2,Spain,Coliseum Alfonso Pérez,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69219,2010-01-10,2009/2010,La Liga,Tenerife,Barcelona,0,5,11,21,17,Spain,Estadio Heliodoro Rodríguez Lopéz,1.1.0,2,2,A,-1,0,0,1,-5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69218,2009-12-05,2009/2010,La Liga,RC Deportivo La Coruña,Barcelona,1,3,11,21,13,Spain,Estadio Abanca-Riazor,1.1.0,2,2,A,-1,0,0,1,-2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69250,2009-11-07,2009/2010,La Liga,Barcelona,Mallorca,4,2,11,21,10,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69242,2010-05-16,2009/2010,La Liga,Barcelona,Real Valladolid,4,0,11,21,38,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69256,2009-10-03,2009/2010,La Liga,Barcelona,Almería,1,0,11,21,6,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69298,2010-03-27,2009/2010,La Liga,Mallorca,Barcelona,0,1,11,21,29,Spain,Visit Mallorca Estadi,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69259,2010-04-10,2009/2010,La Liga,Real Madrid,Barcelona,0,2,11,21,31,Spain,Bernabéu,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69224,2010-03-14,2009/2010,La Liga,Barcelona,Valencia,3,0,11,21,26,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69210,2010-01-23,2009/2010,La Liga,Real Valladolid,Barcelona,0,3,11,21,19,Spain,Estadio Municipal José Zorrilla,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69220,2010-01-30,2009/2010,La Liga,Sporting Gijón,Barcelona,0,1,11,21,20,Spain,Estadio Municipal El Molinón,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69237,2010-02-14,2009/2010,La Liga,Atlético Madrid,Barcelona,2,1,11,21,22,Spain,Estadio Vicente Calderón,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69226,2010-03-06,2009/2010,La Liga,Almería,Barcelona,2,2,11,21,25,Spain,Power Horse Stadium – Estadio de los Juegos Mediterráneos,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69252,2009-10-17,2009/2010,La Liga,Valencia,Barcelona,0,0,11,21,7,Spain,Estadio de Mestalla,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69255,2009-09-26,2009/2010,La Liga,Málaga,Barcelona,0,2,11,21,5,Spain,Estadio La Rosaleda,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69214,2010-04-24,2009/2010,La Liga,Barcelona,Xerez,3,1,11,21,34,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69262,2009-11-29,2009/2010,La Liga,Barcelona,Real Madrid,1,0,11,21,12,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69240,2010-02-06,2009/2010,La Liga,Barcelona,Getafe,2,1,11,21,21,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69233,2010-02-20,2009/2010,La Liga,Barcelona,Racing Santander,4,0,11,21,23,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69213,2010-04-17,2009/2010,La Liga,Espanyol,Barcelona,0,0,11,21,33,Spain,Stage Front Stadium,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69267,2009-12-02,2009/2010,La Liga,Xerez,Barcelona,0,2,11,21,15,Spain,Estadio Municipal de Chapín,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69288,2009-11-21,2009/2010,La Liga,Athletic Club,Barcelona,1,1,11,21,11,Spain,Estadio San Mamés,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69254,2009-09-22,2009/2010,La Liga,Racing Santander,Barcelona,1,4,11,21,4,Spain,Campos de Sport de El Sardinero,1.1.0,2,2,A,-1,0,0,1,-3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69292,2009-09-19,2009/2010,La Liga,Barcelona,Atlético Madrid,5,2,11,21,3,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69227,2010-03-21,2009/2010,La Liga,Real Zaragoza,Barcelona,2,4,11,21,27,Spain,Estadio de la Romareda,1.1.0,2,2,A,-1,0,0,1,-2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69247,2010-04-03,2009/2010,La Liga,Barcelona,Athletic Club,4,1,11,21,30,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_21.json,69221,2010-04-14,2009/2010,La Liga,Barcelona,RC Deportivo La Coruña,3,0,11,21,32,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69276,2011-02-05,2010/2011,La Liga,Barcelona,Atlético Madrid,3,0,11,22,22,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69304,2011-04-02,2010/2011,La Liga,Villarreal,Barcelona,0,1,11,22,30,Spain,Estadio de la Cerámica,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69307,2010-12-04,2010/2011,La Liga,Osasuna,Barcelona,0,3,11,22,14,Spain,Estadio El Sadar,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69271,2011-04-23,2010/2011,La Liga,Barcelona,Osasuna,2,0,11,22,33,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69305,2011-04-09,2010/2011,La Liga,Barcelona,Almería,3,1,11,22,31,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69278,2011-01-16,2010/2011,La Liga,Barcelona,Málaga,4,1,11,22,19,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69275,2010-12-18,2010/2011,La Liga,Espanyol,Barcelona,1,5,11,22,16,Spain,Stage Front Stadium,1.1.0,2,2,A,-1,0,0,1,-4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69295,2011-01-22,2010/2011,La Liga,Barcelona,Racing Santander,3,0,11,22,20,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69270,2010-11-07,2010/2011,La Liga,Getafe,Barcelona,1,3,11,22,10,Spain,Coliseum Alfonso Pérez,1.1.0,2,2,A,-1,0,0,1,-2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69303,2011-03-19,2010/2011,La Liga,Barcelona,Getafe,2,1,11,22,29,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69245,2011-04-16,2010/2011,La Liga,Real Madrid,Barcelona,1,1,11,22,32,Spain,Bernabéu,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69287,2010-09-11,2010/2011,La Liga,Barcelona,Hércules,0,2,11,22,2,Spain,Spotify Camp Nou,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69296,2011-01-29,2010/2011,La Liga,Hércules,Barcelona,0,3,11,22,21,Spain,Estadio José Rico Pérez,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69260,2010-10-16,2010/2011,La Liga,Barcelona,Valencia,2,1,11,22,7,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69269,2010-09-19,2010/2011,La Liga,Atlético Madrid,Barcelona,1,2,11,22,3,Spain,Estadio Vicente Calderón,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69246,2011-04-30,2010/2011,La Liga,Real Sociedad,Barcelona,2,1,11,22,34,Spain,Reale Arena,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69302,2010-12-12,2010/2011,La Liga,Barcelona,Real Sociedad,5,0,11,22,15,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69282,2011-02-20,2010/2011,La Liga,Barcelona,Athletic Club,2,1,11,22,24,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69274,2011-03-02,2010/2011,La Liga,Valencia,Barcelona,0,1,11,22,26,Spain,Estadio de Mestalla,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69283,2011-02-26,2010/2011,La Liga,Mallorca,Barcelona,0,3,11,22,25,Spain,Visit Mallorca Estadi,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69280,2011-01-08,2010/2011,La Liga,RC Deportivo La Coruña,Barcelona,0,4,11,22,18,Spain,Estadio Abanca-Riazor,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69286,2010-08-29,2010/2011,La Liga,Racing Santander,Barcelona,0,3,11,22,1,Spain,Campos de Sport de El Sardinero,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69291,2011-03-13,2010/2011,La Liga,Sevilla,Barcelona,1,1,11,22,28,Spain,Estadio Ramón Sánchez Pizjuán,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69236,2010-10-03,2010/2011,La Liga,Barcelona,Mallorca,1,1,11,22,6,Spain,Spotify Camp Nou,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69234,2011-05-08,2010/2011,La Liga,Barcelona,Espanyol,2,0,11,22,35,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69272,2011-05-11,2010/2011,La Liga,Levante UD,Barcelona,1,1,11,22,36,Spain,Estadio Ciudad de Valencia,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69308,2010-11-13,2010/2011,La Liga,Barcelona,Villarreal,3,1,11,22,11,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69299,2010-11-29,2010/2011,La Liga,Barcelona,Real Madrid,5,0,11,22,13,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69300,2011-03-05,2010/2011,La Liga,Barcelona,Real Zaragoza,1,0,11,22,27,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69289,2010-10-30,2010/2011,La Liga,Barcelona,Sevilla,5,0,11,22,9,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69263,2010-10-23,2010/2011,La Liga,Real Zaragoza,Barcelona,0,2,11,22,8,Spain,Estadio de la Romareda,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69306,2010-11-20,2010/2011,La Liga,Almería,Barcelona,0,8,11,22,12,Spain,Power Horse Stadium – Estadio de los Juegos Mediterráneos,1.1.0,2,2,A,-1,0,0,1,-8,8,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_22.json,69248,2011-02-12,2010/2011,La Liga,Sporting Gijón,Barcelona,1,1,11,22,23,Spain,Estadio Municipal El Molinón,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_23.json,70220,2011-09-17,2011/2012,La Liga,Barcelona,Osasuna,8,0,11,23,4,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,8,8,NA
